nome_geografico,categoria,classe,uf,latitude,longitude
Córrego do Barbado,HID,Trecho_Drenagem,ES,-208.848,-40.796
Córrego do Batelão,HID,Trecho_Drenagem,ES,-212.095,-410.756
Córrego do Bidelo,HID,Trecho_Drenagem,ES,-207.954,-409.591
Córrego do Bino,HID,Trecho_Drenagem,ES,-200.756,-404.687
Córrego do Boi,HID,Trecho_Drenagem,ES,-194.928,-409.248
Córrego do Boi,HID,Trecho_Drenagem,ES,-194.828,-409.164
Córrego do Boi,HID,Trecho_Drenagem,ES,-202.394,-411.051
Córrego do Boi,HID,Trecho_Drenagem,ES,-194.661,-409.167
Córrego do Boi,HID,Trecho_Drenagem,ES,-195.005,-409.214
Córrego do Boi,HID,Trecho_Drenagem,ES,-194.797,-409.148
Córrego do Boi,HID,Trecho_Drenagem,ES,-19.49,-409.204
Córrego do Boi,HID,Trecho_Drenagem,ES,-194.972,-409.255
Córrego do Boi,HID,Trecho_Drenagem,ES,-202.472,-411.269
Córrego do Bonito,HID,Trecho_Drenagem,ES,-204.104,-404.911
Córrego do Bonito,HID,Trecho_Drenagem,ES,-201.721,-404.838
Córrego do Bonito,HID,Trecho_Drenagem,ES,-204.132,-405.122
Córrego do Bonito,HID,Trecho_Drenagem,ES,-207.399,-417.138
Córrego do Bonito,HID,Trecho_Drenagem,ES,-207.469,-416.832
Córrego do Bosque,HID,Trecho_Drenagem,ES,-207.291,-414.737
Córrego do Bosque,HID,Trecho_Drenagem,ES,-20.736,-414.859
Córrego do Brás,HID,Trecho_Drenagem,ES,-208.452,-412.048
Córrego do Brejão,HID,Trecho_Drenagem,ES,-207.165,-415.807
Córrego do Brejo,HID,Trecho_Drenagem,ES,-191.011,-407.803
Córrego do Brejo,HID,Trecho_Drenagem,ES,-191.032,-407.681
Córrego do Brejo,HID,Trecho_Drenagem,ES,-20.322,-410.231
Córrego do Brejo,HID,Trecho_Drenagem,ES,-191.213,-407.599
Córrego do Brejo,HID,Trecho_Drenagem,ES,-190.987,-407.964
Córrego do Brejo,HID,Trecho_Drenagem,ES,-202.982,-409.912
Córrego do Brejo,HID,Trecho_Drenagem,ES,-203.164,-410.148
Córrego do Bruno,HID,Trecho_Drenagem,ES,-200.451,-404.873
Córrego do Caboclo,HID,Trecho_Drenagem,ES,-185.622,-398.148
Córrego do Cachimbo,HID,Trecho_Drenagem,ES,-202.126,-416.639
Córrego do Café,HID,Trecho_Drenagem,ES,-183.155,-408.422
Córrego do Café,LOC,Aglomerado_Rural_Isolado,ES,-189.182,-407.518
Córrego do Café,HID,Trecho_Drenagem,ES,-189.526,-407.555
Córrego do Café,HID,Trecho_Drenagem,ES,-183.092,-40.831
Córrego do Café,HID,Trecho_Drenagem,ES,-191.572,-406.464
Córrego do Café,HID,Trecho_Drenagem,ES,-18.306,-408.237
Córrego do Café,HID,Trecho_Drenagem,ES,-18.31,-408.195
Córrego do Café,HID,Trecho_Drenagem,ES,-197.278,-402.173
Córrego do Café,HID,Trecho_Drenagem,ES,-193.246,-409.139
Córrego do Café,HID,Trecho_Drenagem,ES,-188.551,-407.415
Córrego do Café,HID,Trecho_Drenagem,ES,-188.716,-407.391
Córrego do Café,HID,Trecho_Drenagem,ES,-188.767,-407.429
Córrego do Café,HID,Trecho_Drenagem,ES,-198.924,-409.424
Córrego do Café,HID,Trecho_Drenagem,ES,-189.138,-407.504
Córrego do Café,HID,Trecho_Drenagem,ES,-183.175,-408.561
Córrego do Café,HID,Trecho_Drenagem,ES,-185.272,-402.202
Córrego do Café,HID,Trecho_Drenagem,ES,-189.626,-407.486
Córrego do Café,HID,Trecho_Drenagem,ES,-189.739,-407.404
Córrego do Café,HID,Trecho_Drenagem,ES,-183.189,-408.182
Córrego do Café,HID,Trecho_Drenagem,ES,-20.143,-413.133
Córrego do Café,HID,Trecho_Drenagem,ES,-188.693,-407.382
Córrego do Café,HID,Trecho_Drenagem,ES,-201.319,-412.987
Córrego do Café,HID,Trecho_Drenagem,ES,-183.252,-407.978
Córrego do Café,HID,Trecho_Drenagem,ES,-183.182,-408.067
Córrego do Café,HID,Trecho_Drenagem,ES,-183.166,-408.748
Córrego do Café,HID,Trecho_Drenagem,ES,-183.286,-408.938
Córrego do Café,HID,Trecho_Drenagem,ES,-202.398,-409.909
Córrego do Cafezal,HID,Trecho_Drenagem,ES,-211.463,-412.452
Córrego do Cafezal,HID,Trecho_Drenagem,ES,-211.543,-412.157
Córrego do Cafezal,HID,Trecho_Drenagem,ES,-211.636,-412.011
Córrego do Cafezal,HID,Trecho_Drenagem,ES,-202.528,-416.945
Córrego do Cafezal,HID,Trecho_Drenagem,ES,-211.494,-41.227
Córrego do Calçado,HID,Trecho_Drenagem,ES,-204.612,-417.883
Córrego do Calçado,HID,Trecho_Drenagem,ES,-20.484,-41.694
Córrego do Calçado,HID,Trecho_Drenagem,ES,-204.658,-417.643
Córrego do Calçado,HID,Trecho_Drenagem,ES,-20.465,-41.738
Córrego do Calçado,HID,Trecho_Drenagem,ES,-204.907,-416.895
Córrego do Calçado,HID,Trecho_Drenagem,ES,-204.852,-416.932
Córrego do Calçado,HID,Trecho_Drenagem,ES,-204.821,-416.972
Córrego do Calçado,HID,Trecho_Drenagem,ES,-204.768,-417.078
Córrego do Calçado,HID,Trecho_Drenagem,ES,-204.916,-416.832
Córrego do Caldeirão,HID,Trecho_Drenagem,ES,-204.849,-417.052
Córrego do Caldeirão,HID,Trecho_Drenagem,ES,-204.767,-417.296
Córrego do Campo,HID,Trecho_Drenagem,ES,-202.513,-41.37
Córrego do Canto,HID,Trecho_Drenagem,ES,-192.524,-399.413
Córrego do Canto,HID,Trecho_Drenagem,ES,-192.423,-39.946
Córrego do Canto,HID,Trecho_Drenagem,ES,-192.297,-399.694
Córrego do Canto Grande,HID,Trecho_Drenagem,ES,-192.292,-400.297
Córrego do Canto Grande,HID,Trecho_Drenagem,ES,-192.563,-399.573
Córrego do Canto Grande,HID,Trecho_Drenagem,ES,-19.268,-399.465
Córrego do Canto Grande,HID,Trecho_Drenagem,ES,-192.672,-399.316
Córrego do Canto Grande,HID,Trecho_Drenagem,ES,-19.241,-399.745
Córrego do Capim,HID,Trecho_Drenagem,ES,-189.224,-41.007
Córrego do Capim,HID,Trecho_Drenagem,ES,-189.385,-410.744
Córrego do Capim,HID,Trecho_Drenagem,ES,-189.219,-410.474
Córrego do Capim,HID,Trecho_Drenagem,ES,-189.268,-410.654
Córrego do Capim,HID,Trecho_Drenagem,ES,-189.249,-410.295
Córrego do Capim,HID,Trecho_Drenagem,ES,-189.255,-410.162
Córrego do Capim,HID,Trecho_Drenagem,ES,-18.909,-410.001
Córrego do Capim,HID,Trecho_Drenagem,ES,-189.175,-410.021
Córrego do Casimiro,HID,Trecho_Drenagem,ES,-204.379,-413.223
Córrego do Catuné,HID,Trecho_Drenagem,ES,-210.412,-414.501
Córrego do Catuné,HID,Trecho_Drenagem,ES,-210.547,-414.791
Córrego do Cavaco,HID,Trecho_Drenagem,ES,-182.912,-409.405
Córrego do Cavalo,HID,Trecho_Drenagem,ES,-188.303,-404.956
Córrego do Cavalo,LOC,Aglomerado_Rural_Isolado,ES,-188.425,-40.466
Córrego do Cavalo,HID,Trecho_Drenagem,ES,-18.826,-405.138
Córrego do Cavalo,HID,Trecho_Drenagem,ES,-187.958,-40.537
Córrego do Cavalo,HID,Trecho_Drenagem,ES,-187.566,-406.686
Córrego do Cavalo,HID,Trecho_Drenagem,ES,-187.553,-406.758
Córrego do Cavalo,HID,Trecho_Drenagem,ES,-187.479,-406.847
Córrego do Cavalo,HID,Trecho_Drenagem,ES,-187.507,-406.803
Córrego do Cavalo,HID,Trecho_Drenagem,ES,-188.466,-404.506
Córrego do Cavalo,HID,Trecho_Drenagem,ES,-188.428,-404.657
Córrego do Cavalo,HID,Trecho_Drenagem,ES,-188.031,-405.366
Córrego do Cavalo,HID,Trecho_Drenagem,ES,-188.405,-404.751
Córrego do Cavalo,HID,Trecho_Drenagem,ES,-188.157,-405.246
Córrego do Cedro,HID,Trecho_Drenagem,ES,-20.084,-412.994
Córrego do Cedro,HID,Trecho_Drenagem,ES,-187.765,-398.823
Córrego do Cedro,HID,Trecho_Drenagem,ES,-187.927,-398.709
Córrego do Cedro,HID,Trecho_Drenagem,ES,-183.807,-405.563
Córrego do Cedro,HID,Trecho_Drenagem,ES,-189.986,-405.248
Córrego do Cedro,HID,Trecho_Drenagem,ES,-205.192,-408.367
Córrego do Cedro,HID,Trecho_Drenagem,ES,-205.012,-408.216
Córrego do Cedro,HID,Trecho_Drenagem,ES,-196.683,-410.107
Córrego do Cedro,HID,Trecho_Drenagem,ES,-184.225,-410.101
Córrego do Cedro,HID,Trecho_Drenagem,ES,-201.925,-410.621
Córrego do Cedro,HID,Trecho_Drenagem,ES,-198.475,-411.508
Córrego do Cedro,HID,Trecho_Drenagem,ES,-204.991,-416.251
Córrego do Cedro,HID,Trecho_Drenagem,ES,-190.983,-402.793
Córrego do Cedro,HID,Trecho_Drenagem,ES,-20.211,-410.551
Córrego do Cedro,HID,Trecho_Drenagem,ES,-206.248,-41.216
Córrego do Cedro,HID,Trecho_Drenagem,ES,-186.092,-407.492
Córrego do Cedro,HID,Trecho_Drenagem,ES,-18.382,-405.576
Córrego do Cedro,HID,Trecho_Drenagem,ES,-186.277,-407.422
Córrego do Cedro,HID,Trecho_Drenagem,ES,-199.664,-410.449
Córrego do Cedro,HID,Trecho_Drenagem,ES,-196.468,-409.955
Córrego do Cedro,HID,Trecho_Drenagem,ES,-190.055,-407.495
Córrego do Cedro,HID,Trecho_Drenagem,ES,-18.804,-399.272
Córrego do Cedro,HID,Trecho_Drenagem,ES,-206.376,-412.077
Córrego do Cedro,HID,Trecho_Drenagem,ES,-183.855,-405.741
Córrego do Cedro,HID,Trecho_Drenagem,ES,-186.338,-407.422
Córrego do Cedro,HID,Trecho_Drenagem,ES,-198.576,-41.172
Córrego do Cedro,HID,Trecho_Drenagem,ES,-207.459,-407.382
Córrego do Centro,HID,Trecho_Drenagem,ES,-196.584,-40.972
Córrego do Centro,HID,Trecho_Drenagem,ES,-196.868,-410.151
Córrego do Centro,HID,Trecho_Drenagem,ES,-196.747,-409.964
Córrego do Cesar,HID,Trecho_Drenagem,ES,-20.369,-412.695
Córrego do Cesar,HID,Trecho_Drenagem,ES,-203.889,-412.665
Córrego do Cesar,HID,Trecho_Drenagem,ES,-203.822,-412.701
Córrego do Chapéu,HID,Trecho_Drenagem,ES,-209.918,-415.418
Córrego do Chiado,HID,Trecho_Drenagem,ES,-187.216,-398.093
Córrego do Chiado,HID,Trecho_Drenagem,ES,-187.437,-39.829
Córrego do Cirilo,HID,Trecho_Drenagem,ES,-18.583,-407.059
Córrego do Coador,HID,Trecho_Drenagem,ES,-196.843,-403.291
Córrego do Coelho,HID,Trecho_Drenagem,ES,-183.044,-398.409
Córrego do Coelho,HID,Trecho_Drenagem,ES,-182.755,-398.397
Córrego do Coelho,HID,Trecho_Drenagem,ES,-182.931,-398.386
Córrego do Coelho,HID,Trecho_Drenagem,ES,-203.355,-416.241
Córrego do Congo,HID,Trecho_Drenagem,ES,-204.873,-403.628
Córrego do Congo,HID,Trecho_Drenagem,ES,-20.467,-403.511
Córrego do Congo,HID,Trecho_Drenagem,ES,-204.832,-403.816
Córrego do Congresso,HID,Trecho_Drenagem,ES,-205.085,-411.474
Córrego do Congresso,HID,Trecho_Drenagem,ES,-20.512,-411.289
Córrego do Congresso,HID,Trecho_Drenagem,ES,-205.122,-411.597
Córrego do Contrato,HID,Trecho_Drenagem,ES,-208.755,-416.714
Córrego do Costa,HID,Trecho_Drenagem,ES,-201.304,-410.511
Córrego do Creme,HID,Trecho_Drenagem,ES,-189.843,-403.902
Córrego do Cristal,HID,Trecho_Drenagem,ES,-201.448,-411.901
Córrego do Cristal,HID,Trecho_Drenagem,ES,-201.537,-411.711
Córrego do Cristal,HID,Trecho_Drenagem,ES,-204.883,-414.429
Córrego do Cristal,HID,Trecho_Drenagem,ES,-205.108,-414.538
Córrego do Cristo,HID,Trecho_Drenagem,ES,-205.412,-407.538
Córrego do Destacamento,HID,Trecho_Drenagem,ES,-199.001,-401.946
Córrego do Destacamento,HID,Trecho_Drenagem,ES,-198.935,-40.209
Córrego do Destacamento,HID,Trecho_Drenagem,ES,-198.998,-401.908
Córrego do Destacamento,HID,Trecho_Drenagem,ES,-198.998,-401.894
Córrego do Destacamento,HID,Trecho_Drenagem,ES,-198.751,-402.413
Córrego do Deve,HID,Trecho_Drenagem,ES,-18.967,-40.092
Córrego do Deve,HID,Trecho_Drenagem,ES,-189.337,-401.499
Córrego do Deve,HID,Trecho_Drenagem,ES,-189.372,-401.467
Córrego do Deve,HID,Trecho_Drenagem,ES,-189.223,-401.532
Córrego do Deve,HID,Trecho_Drenagem,ES,-189.385,-401.455
Córrego do Deve,HID,Trecho_Drenagem,ES,-189.301,-401.511
Córrego do Deve,HID,Trecho_Drenagem,ES,-189.545,-401.262
Córrego do Deve,HID,Trecho_Drenagem,ES,-189.109,-401.635
Córrego do Deve,HID,Trecho_Drenagem,ES,-189.386,-401.416
Córrego do Deve,HID,Trecho_Drenagem,ES,-189.353,-401.472
Córrego do Deve,HID,Trecho_Drenagem,ES,-189.445,-401.348
Córrego do Deve,HID,Trecho_Drenagem,ES,-189.258,-401.514
Córrego do Deve,HID,Trecho_Drenagem,ES,-189.203,-40.154
Córrego do Dezesseis,HID,Trecho_Drenagem,ES,-188.145,-401.852
Córrego do Dezesseis,HID,Trecho_Drenagem,ES,-188.456,-401.663
Córrego do Dezesseis,HID,Trecho_Drenagem,ES,-188.033,-40.195
Córrego do Dezesseis,HID,Trecho_Drenagem,ES,-188.177,-401.809
Córrego do Dezesseis,HID,Trecho_Drenagem,ES,-188.105,-401.865
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.687,-402.866
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.037,-402.712
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-181.012,-403.788
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-181.035,-404.194
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.589,-403.541
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.329,-401.915
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-18.062,-401.698
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-181.027,-404.436
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.236,-402.335
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.248,-402.456
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.855,-403.732
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-18.825,-402.598
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.258,-40.258
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.266,-402.524
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.278,-401.932
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.175,-402.651
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.251,-402.471
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-181.007,-403.832
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.406,-401.879
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.633,-401.717
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.582,-402.415
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.499,-403.454
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.652,-402.786
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.515,-403.499
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.604,-402.311
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.569,-403.425
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.706,-403.218
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.641,-40.203
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.704,-40.363
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.615,-402.196
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.621,-402.626
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.592,-402.459
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.634,-403.369
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.612,-401.859
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.617,-401.785
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-181.023,-404.171
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-181.048,-404.458
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.686,-40.3
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-181.039,-404.001
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-181.086,-40.431
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.257,-401.998
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.192,-402.076
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.197,-402.027
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-18.87,-401.612
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.596,-401.782
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-180.968,-40.377
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.519,-40.181
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.222,-402.195
Córrego do Dezoito,HID,Trecho_Drenagem,ES,-188.224,-402.135
Córrego do Dique,HID,Trecho_Drenagem,ES,-201.679,-405.041
Córrego do Dique,HID,Trecho_Drenagem,ES,-20.156,-405.057
Córrego do Doutor,HID,Trecho_Drenagem,ES,-196.949,-402.334
Córrego do Encruzo,HID,Trecho_Drenagem,ES,-199.869,-404.565
Córrego do Encruzo,HID,Trecho_Drenagem,ES,-199.724,-404.836
Córrego do Engano,HID,Trecho_Drenagem,ES,-192.106,-406.048
Córrego do Engenho,HID,Trecho_Drenagem,ES,-186.734,-408.424
Córrego do Engenho,HID,Trecho_Drenagem,ES,-186.491,-408.319
Córrego do Engenho,HID,Trecho_Drenagem,ES,-19.836,-400.922
Córrego do Engenho,HID,Trecho_Drenagem,ES,-198.337,-400.793
Córrego do Entulho,HID,Trecho_Drenagem,ES,-185.701,-402.016
Córrego do Entulho,HID,Trecho_Drenagem,ES,-185.786,-402.025
Córrego do Espanhol,HID,Trecho_Drenagem,ES,-199.031,-406.216
Córrego do Espanhol,HID,Trecho_Drenagem,ES,-198.823,-406.152
Córrego do Espanhol,HID,Trecho_Drenagem,ES,-198.777,-406.126
Córrego do Estevão,HID,Trecho_Drenagem,ES,-186.718,-406.413
Córrego do Estevão,HID,Trecho_Drenagem,ES,-186.678,-406.349
Córrego do Estevão,HID,Trecho_Drenagem,ES,-186.855,-406.511
Córrego do Estevão,HID,Trecho_Drenagem,ES,-186.948,-406.589
Córrego do Estevão,HID,Trecho_Drenagem,ES,-186.549,-406.193
Córrego do Estevão,HID,Trecho_Drenagem,ES,-186.799,-406.443
Córrego do Estêvão,HID,Trecho_Drenagem,ES,-207.771,-415.838
Córrego do Facão,HID,Trecho_Drenagem,ES,-182.589,-40.725
Córrego do Facão,HID,Trecho_Drenagem,ES,-182.719,-407.208
Córrego do Facão,HID,Trecho_Drenagem,ES,-182.759,-407.114
Córrego do Facão,HID,Trecho_Drenagem,ES,-182.759,-40.677
Córrego do Facão,HID,Trecho_Drenagem,ES,-182.839,-407.003
Córrego do Faria,HID,Trecho_Drenagem,ES,-190.496,-403.679
Córrego do Faria,HID,Trecho_Drenagem,ES,-190.533,-403.622
Córrego do Faria,HID,Trecho_Drenagem,ES,-190.273,-40.368
Córrego do Faria,HID,Trecho_Drenagem,ES,-183.873,-409.779
Córrego do Faria,HID,Trecho_Drenagem,ES,-19.062,-403.594
Córrego do Faria,HID,Trecho_Drenagem,ES,-190.454,-403.708
Córrego do Faria,HID,Trecho_Drenagem,ES,-190.466,-403.705
Córrego do Farol,HID,Trecho_Drenagem,ES,-210.675,-412.385
Córrego do Farol,HID,Trecho_Drenagem,ES,-210.445,-412.651
Córrego do Farol,HID,Trecho_Drenagem,ES,-210.513,-412.571
Córrego do Farol,HID,Trecho_Drenagem,ES,-210.556,-412.489
Córrego do Feijão-Cru,HID,Trecho_Drenagem,ES,-205.603,-416.643
Córrego do Feixo,HID,Trecho_Drenagem,ES,-183.677,-408.547
Córrego do Feixo,HID,Trecho_Drenagem,ES,-183.952,-408.596
Córrego do Fejolli,HID,Trecho_Drenagem,ES,-20.303,-411.835
Córrego do Ferreira,HID,Trecho_Drenagem,ES,-204.379,-408.686
Córrego do Ferreira,HID,Trecho_Drenagem,ES,-204.523,-408.666
Córrego do Ferreira,HID,Trecho_Drenagem,ES,-204.315,-40.871
Córrego do Ferrugem,HID,Trecho_Drenagem,ES,-199.638,-41.242
Córrego do Fígado,HID,Trecho_Drenagem,ES,-185.818,-40.394
Córrego do Fígado,HID,Trecho_Drenagem,ES,-185.881,-40.401
Córrego do Fígado,HID,Trecho_Drenagem,ES,-18.595,-404.058
Córrego do Fígado,HID,Trecho_Drenagem,ES,-185.995,-404.118
Córrego do Fígado,HID,Trecho_Drenagem,ES,-185.882,-403.993
Córrego do Fígado,HID,Trecho_Drenagem,ES,-185.996,-404.143
Córrego do Frade,HID,Trecho_Drenagem,ES,-208.986,-410.309
Córrego do Frade,HID,Trecho_Drenagem,ES,-208.884,-410.263
Córrego do Frade,HID,Trecho_Drenagem,ES,-209.139,-410.209
Córrego do Frade,HID,Trecho_Drenagem,ES,-208.863,-410.248
Córrego do Galho,HID,Trecho_Drenagem,ES,-208.352,-416.649
Córrego do Galho,HID,Trecho_Drenagem,ES,-208.235,-416.561
Córrego do Galho,HID,Trecho_Drenagem,ES,-186.187,-407.985
Córrego do Gama,HID,Trecho_Drenagem,ES,-185.164,-401.297
Córrego do Gama,HID,Trecho_Drenagem,ES,-185.247,-401.295
Córrego do Gama,HID,Trecho_Drenagem,ES,-184.927,-401.131
Córrego do Gama,HID,Trecho_Drenagem,ES,-18.499,-401.226
Córrego do Gama,HID,Trecho_Drenagem,ES,-185.274,-401.385
Córrego do Gama,HID,Trecho_Drenagem,ES,-185.245,-401.299
Córrego do Gama,HID,Trecho_Drenagem,ES,-185.051,-40.126
Córrego do Garfo,HID,Trecho_Drenagem,ES,-18.569,-410.262
Córrego do Garfo,HID,Trecho_Drenagem,ES,-186.091,-410.127
Córrego do Garfo,HID,Trecho_Drenagem,ES,-186.677,-409.965
Córrego do Garfo,HID,Trecho_Drenagem,ES,-186.631,-409.981
Córrego do Garfo,HID,Trecho_Drenagem,ES,-186.455,-41.002
Córrego do Garfo,LOC,Aglomerado_Rural_Isolado,ES,-186.362,-410.051
Córrego do Gato,HID,Trecho_Drenagem,ES,-189.073,-405.246
Córrego do Gavião,HID,Trecho_Drenagem,ES,-19.691,-401.627
Córrego do Gavião,HID,Trecho_Drenagem,ES,-196.872,-40.199
Córrego do Gavião,HID,Trecho_Drenagem,ES,-184.122,-406.278
Córrego do Gavião,HID,Trecho_Drenagem,ES,-182.103,-407.503
Córrego do Gavião,HID,Trecho_Drenagem,ES,-181.967,-407.418
Córrego do Gelo,HID,Trecho_Drenagem,ES,-199.656,-407.603
Córrego do Gelo,HID,Trecho_Drenagem,ES,-199.621,-407.446
Córrego do Germano,HID,Trecho_Drenagem,ES,-194.904,-405.401
Córrego do Germano,HID,Trecho_Drenagem,ES,-195.012,-405.271
Córrego do Germano,HID,Trecho_Drenagem,ES,-194.669,-405.619
Córrego do Gordo,HID,Trecho_Drenagem,ES,-203.648,-406.397
Córrego do Gordo,HID,Trecho_Drenagem,ES,-20.365,-406.571
Córrego do Guacho,HID,Trecho_Drenagem,ES,-199.184,-408.789
Córrego do Hilário,HID,Trecho_Drenagem,ES,-204.191,-417.164
Córrego Doido,HID,Trecho_Drenagem,ES,-192.919,-400.827
Córrego Doido,HID,Trecho_Drenagem,ES,-192.922,-400.677
Córrego Doido,HID,Trecho_Drenagem,ES,-192.939,-40.077
Córrego do Índio,HID,Trecho_Drenagem,ES,-196.339,-401.329
Córrego do Índio,HID,Trecho_Drenagem,ES,-196.287,-401.205
Córrego do Índio,HID,Trecho_Drenagem,ES,-196.232,-401.039
Córrego do Índio,HID,Trecho_Drenagem,ES,-19.602,-400.584
Córrego do Índio,HID,Trecho_Drenagem,ES,-196.166,-400.834
Córrego do Índio,HID,Trecho_Drenagem,ES,-196.281,-401.173
Córrego do Ingá,HID,Trecho_Drenagem,ES,-20.054,-411.251
Córrego do Ingá,HID,Trecho_Drenagem,ES,-185.505,-40.472
Córrego do Ipê,HID,Trecho_Drenagem,ES,-187.279,-406.925
Córrego do Ipê,HID,Trecho_Drenagem,ES,-18.719,-407.012
Córrego Dois Irmãos,HID,Trecho_Drenagem,ES,-190.842,-399.992
Córrego Dois Irmãos,HID,Trecho_Drenagem,ES,-190.907,-400.608
Córrego Dois Irmãos,HID,Trecho_Drenagem,ES,-190.978,-400.253
Córrego Dois Irmãos,HID,Trecho_Drenagem,ES,-190.563,-399.705
Córrego Dois Irmãos,HID,Trecho_Drenagem,ES,-196.813,-409.731
Córrego Dois Irmãos,HID,Trecho_Drenagem,ES,-190.721,-399.793
Córrego Dois Irmãos,HID,Trecho_Drenagem,ES,-19.076,-39.988
Córrego Dois Irmãos,HID,Trecho_Drenagem,ES,-190.654,-399.782
Córrego Dois Irmãos,HID,Trecho_Drenagem,ES,-190.745,-399.846
Córrego do Itá,LOC,Aglomerado_Rural_Isolado,ES,-186.273,-408.695
Córrego do Jacó,HID,Trecho_Drenagem,ES,-192.125,-409.126
Córrego do Jacó,HID,Trecho_Drenagem,ES,-192.082,-408.982
Córrego do Jacó,HID,Trecho_Drenagem,ES,-192.256,-409.154
Córrego do Jacó,HID,Trecho_Drenagem,ES,-192.075,-409.067
Córrego do Jaspe,HID,Trecho_Drenagem,ES,-209.909,-416.805
Córrego do Jaspe,HID,Trecho_Drenagem,ES,-210.086,-416.748
Córrego do Jeremias,HID,Trecho_Drenagem,ES,-195.558,-40.553
Córrego do João,HID,Trecho_Drenagem,ES,-188.623,-40.382
Córrego do Jorcelino,HID,Trecho_Drenagem,ES,-206.433,-416.243
Córrego do Jorcelino,HID,Trecho_Drenagem,ES,-206.393,-416.107
